ReservationID,HotelID,CustomerID,RoomID,ResNumAdult,ResNumChild,ResRequest,ResCheckIn,ResCheckOut, ResDayRate , ResDeposite , ResFoodCharge , ResPetCharge , ResLateCharge , ResDamageCharge 
,1,503,103,1,0,Aenean fermentum. Donec ut mauris eget massa tempor convallis. Nulla neque libero convallis eget eleifend luctus ultricies eu nibh.,8/4/2022 18:01,8/6/2022 8:54,745.59,497.56,0,0,0,0
,2,238,96,7,0,none,8/4/2022 20:00,8/13/2022 15:22,498.34,311.93,0,0,0,0
,6,176,61,5,4,none,8/4/2022 20:00,8/11/2022 6:34,1248.43,286.1,545.24,0,0,0
,1,406,171,3,0,none,8/4/2022 21:37,8/5/2022 11:52,443.19,397.44,0,0,0,0
,7,538,36,4,0,none,8/4/2022 23:29,8/7/2022 15:50,764.25,253.18,0,0,0,0
,6,357,69,3,3,Proin eu mi.,8/5/2022 0:03,8/11/2022 19:18,1475.92,333.75,0,0,0,0
,2,565,37,2,0,none,8/5/2022 1:05,8/14/2022 21:33,898.55,443.3,0,0,88.23,0
,3,418,84,5,0,none,8/5/2022 2:27,8/15/2022 4:04,721.24,347.37,0,325.73,0,0
,5,93,58,5,0,none,8/5/2022 2:35,8/17/2022 4:52,987.17,202.25,0,0,0,0
,4,375,179,1,0,none,8/5/2022 3:09,8/9/2022 5:20,1558.17,283.14,0,0,0,0
,5,470,180,5,0,Mauris lacinia sapien quis libero.,8/5/2022 3:19,8/14/2022 7:58,929.92,203.76,0,0,0,0
,6,65,3,5,0,none,8/5/2022 3:33,8/15/2022 16:38,767.68,378.9,0,0,0,0
,8,666,120,6,0,none,8/5/2022 5:28,8/17/2022 0:29,1140.85,420.6,0,0,0,0
,8,309,209,3,5,none,8/5/2022 6:51,8/8/2022 7:29,1400.25,338.9,306.36,0,0,0
,8,464,206,4,2,Nullam orci pede venenatis non sodales sed tincidunt eu felis.,8/5/2022 8:14,8/8/2022 11:00,846.82,450.67,0,0,92.24,0
,2,59,74,3,0,Fusce congue diam id ornare imperdiet sapien urna pretium nisl ut volutpat sapien arcu sed augue. Aliquam erat volutpat. In congue.,8/5/2022 9:31,8/16/2022 19:44,484.81,488.23,585.27,0,0,0
,3,350,12,2,1,Fusce consequat. Nulla nisl.,8/5/2022 9:54,8/14/2022 4:52,1166.36,247.75,161.35,0,0,0
,2,317,32,1,0,none,8/5/2022 10:48,8/18/2022 8:20,640.95,263.88,0,0,0,0
,6,408,70,3,1,Quisque id justo sit amet sapien dignissim vestibulum. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Nulla dapibus dolor vel est. Donec odio justo sollicitudin ut suscipit a feugiat et eros.,8/5/2022 11:55,8/5/2022 20:59,1513.94,306.44,0,0,0,0
,2,95,42,6,0,Praesent lectus. Vestibulum quam sapien varius ut blandit non interdum in ante.,8/5/2022 12:48,8/16/2022 12:12,517.33,339.34,0,0,0,0
,6,118,36,4,0,none,8/5/2022 13:19,8/11/2022 7:08,1564.87,490.11,98.36,399.46,0,0
,5,506,158,5,0,none,8/5/2022 14:43,8/13/2022 11:42,1367.85,469.54,0,0,0,754.41
,8,96,79,5,0,none,8/5/2022 18:29,8/7/2022 16:53,337.62,483.35,0,0,0,0
,7,119,175,7,2,none,8/5/2022 22:22,8/8/2022 18:06,1572.65,442.21,556.41,0,0,0
,1,440,130,3,0,none,8/5/2022 22:26,8/15/2022 17:22,1160.26,327.96,0,194.83,0,0
,7,98,148,1,0,Nulla ut erat id mauris vulputate elementum.,8/6/2022 6:28,8/11/2022 14:01,1406.95,464.68,592.69,0,0,0
,6,582,17,5,0,none,8/6/2022 7:11,8/8/2022 15:29,1478.42,255.02,165.44,390.23,0,1279.63
,1,653,55,3,0,Mauris lacinia sapien quis libero.,8/6/2022 9:43,8/18/2022 4:17,1136.54,263.4,0,0,0,0
,5,546,27,2,0,none,8/6/2022 10:45,8/18/2022 20:35,1097.93,228.94,0,410.79,0,0
,1,358,49,7,0,Maecenas tristique est et tempus semper est quam pharetra magna ac consequat metus sapien ut nunc. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Mauris viverra diam vitae quam.,8/6/2022 11:13,8/11/2022 11:29,779.82,221.43,268.28,303.48,96.79,0
,7,13,152,1,0,none,8/6/2022 12:57,8/6/2022 19:33,882.18,345.13,0,0,148.21,0
,8,120,227,2,0,none,8/6/2022 14:11,8/16/2022 11:17,1437.97,358.06,0,0,0,1163.82
,7,601,185,2,0,none,8/6/2022 16:28,8/17/2022 11:28,1566.19,422.02,0,0,0,0
,4,219,48,1,0,none,8/6/2022 16:36,8/12/2022 14:51,766.43,266.32,0,0,0,0
,3,300,25,2,0,none,8/6/2022 17:17,8/9/2022 8:10,661.14,291.87,0,0,0,0
,1,455,73,1,0,none,8/6/2022 19:09,8/14/2022 21:55,205.34,312.57,623.04,0,0,0
,8,392,95,6,1,none,8/6/2022 21:33,8/16/2022 14:42,185.33,327.65,207.76,0,0,0
,2,430,85,5,0,Integer aliquet massa id lobortis convallis tortor risus dapibus augue vel accumsan tellus nisi eu orci. Mauris lacinia sapien quis libero. Nullam sit amet turpis elementum ligula vehicula consequat.,8/6/2022 21:44,8/7/2022 8:10,1277.55,233.57,0,0,0,0
,8,477,130,5,0,none,8/6/2022 23:50,8/14/2022 20:59,1073.24,224.93,0,0,0,0
,2,533,93,1,0,none,8/7/2022 1:03,8/15/2022 2:30,1193.43,461.27,613.53,0,0,0
,1,374,91,5,0,none,8/7/2022 2:19,8/18/2022 10:58,1110.48,314.51,164.25,386.8,0,0
,8,651,175,3,0,Etiam pretium iaculis justo. In hac habitasse platea dictumst.,8/7/2022 4:22,8/8/2022 0:50,1481.63,449.55,265.07,0,137.31,0
,3,15,120,4,0,none,8/7/2022 4:33,8/17/2022 9:28,1043.82,440.74,418.27,272.2,0,0
,1,322,112,2,0,Pellentesque eget nunc.,8/7/2022 7:48,8/14/2022 15:00,688.64,309.86,0,0,102.86,0
,5,269,132,5,2,none,8/7/2022 9:10,8/8/2022 6:57,554.27,282.79,0,0,0,0
,8,5,53,6,3,Morbi vel lectus in quam fringilla rhoncus. Mauris enim leo rhoncus sed vestibulum sit amet cursus id turpis.,8/7/2022 10:08,8/7/2022 18:37,1008.61,456.7,0,0,0,0
,5,50,240,1,0,none,8/7/2022 11:19,8/7/2022 14:36,1108.48,264.96,0,0,0,0
,4,554,217,5,0,none,8/7/2022 11:47,8/12/2022 21:47,421.29,356.43,378.83,0,0,0
,8,503,124,2,0,none,8/7/2022 13:29,8/8/2022 4:44,1069.02,484.29,0,0,122.44,0
,1,147,134,3,5,none,8/7/2022 14:55,8/9/2022 8:31,571.73,309.4,0,0,0,0
,3,272,67,3,0,none,8/7/2022 15:22,8/16/2022 2:05,292.61,474.29,0,0,0,0
,8,15,165,5,0,Nunc purus. Phasellus in felis.,8/7/2022 15:31,8/15/2022 12:49,353.55,383.96,0,0,0,0
,4,259,104,7,0,none,8/7/2022 18:40,8/8/2022 16:04,341.78,472.05,0,0,0,0
,4,289,138,2,0,none,8/7/2022 18:52,8/20/2022 11:11,1040.03,324.34,0,0,0,0
,8,511,225,5,0,none,8/7/2022 19:34,8/12/2022 19:21,667.73,425.8,0,0,0,0
,4,71,63,6,0,Maecenas tristique est et tempus semper est quam pharetra magna ac consequat metus sapien ut nunc.,8/7/2022 19:46,8/18/2022 23:29,840.23,360.84,0,0,0,0
,3,255,92,2,5,none,8/7/2022 20:41,8/9/2022 19:04,1469.48,424.2,0,0,108.07,0
,4,299,33,3,0,none,8/7/2022 22:09,8/12/2022 2:46,1279.24,324.98,0,0,0,0
,8,403,103,2,0,none,8/7/2022 23:02,8/10/2022 7:53,1488.98,401.37,0,0,0,0
,7,88,109,4,0,none,8/8/2022 0:15,8/18/2022 17:11,351.61,364.01,36.79,292.79,115.67,0
,6,426,14,3,3,Maecenas tristique est et tempus semper est quam pharetra magna ac consequat metus sapien ut nunc. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Mauris viverra diam vitae quam. Suspendisse potenti.,8/8/2022 0:24,8/14/2022 12:47,405.34,498.9,0,0,0,0
,3,335,143,6,0,none,8/8/2022 1:58,8/9/2022 23:30,208.79,481.21,0,0,0,0
,6,415,56,6,0,none,8/8/2022 2:59,8/20/2022 17:45,1402.31,499.75,0,435.55,0,0
,2,264,73,1,0,Suspendisse accumsan tortor quis turpis. Sed ante.,8/8/2022 5:34,8/11/2022 7:40,1487.18,303.14,0,0,0,0
,7,192,215,6,0,none,8/8/2022 8:38,8/13/2022 13:17,904.24,469.63,0,0,0,0
,8,381,176,1,0,Nam congue risus semper porta volutpat quam pede lobortis ligula sit amet eleifend pede libero quis orci. Nullam molestie nibh in lectus. Pellentesque at nulla.,8/8/2022 8:54,8/8/2022 12:52,255.55,250.07,0,0,0,0
,6,459,58,2,0,Integer aliquet massa id lobortis convallis tortor risus dapibus augue vel accumsan tellus nisi eu orci. Mauris lacinia sapien quis libero. Nullam sit amet turpis elementum ligula vehicula consequat.,8/8/2022 9:30,8/14/2022 6:28,973.63,240.62,527.33,0,0,0
,1,154,91,1,0,none,8/8/2022 9:49,8/20/2022 3:34,379.96,306.7,0,0,0,0
,7,480,100,1,0,none,8/8/2022 11:05,8/11/2022 10:21,1264.07,275.59,0,474.72,0,0
,5,364,38,5,2,none,8/8/2022 11:47,8/15/2022 6:38,158.93,491.05,0,0,0,1235.82
,8,406,115,2,3,Phasellus in felis. Donec semper sapien a libero.,8/8/2022 11:58,8/14/2022 19:41,1133.18,446.51,381.27,0,0,0
,5,639,218,7,0,none,8/8/2022 12:14,8/11/2022 0:05,628.64,484.08,0,0,0,0
,7,73,214,1,0,Aliquam sit amet diam in magna bibendum imperdiet.,8/8/2022 13:39,8/20/2022 8:12,230.47,281.53,0,0,0,0
,2,157,29,1,0,none,8/8/2022 15:21,8/10/2022 5:37,911.61,456.11,0,0,0,0
,2,313,47,5,0,Mauris ullamcorper purus sit amet nulla.,8/8/2022 16:02,8/11/2022 7:11,153.53,361.18,264.81,442.38,0,0
,2,323,124,1,0,Nunc purus. Phasellus in felis. Donec semper sapien a libero.,8/8/2022 16:12,8/16/2022 3:17,205.13,291.64,622.67,185.85,0,0
,2,426,102,4,0,none,8/8/2022 18:11,8/14/2022 16:56,1356.76,228.7,174.08,0,0,651.92
,5,10,175,2,2,Nulla tempus. Vivamus in felis eu sapien cursus vestibulum.,8/8/2022 18:34,8/21/2022 18:21,619.5,286.78,0,0,93.48,0
,8,595,229,3,0,none,8/8/2022 19:28,8/17/2022 9:24,1323.12,397.21,0,0,0,0
,2,237,93,1,4,none,8/8/2022 22:05,8/11/2022 7:35,342.9,200.57,0,0,97.04,0
,6,320,59,5,0,none,8/8/2022 22:22,8/13/2022 13:34,312.34,489.55,89.53,439.86,0,0
,4,94,216,4,5,Morbi porttitor lorem id ligula. Suspendisse ornare consequat lectus.,8/8/2022 22:42,8/21/2022 6:09,1134.42,422.19,0,0,0,345.82
,5,570,147,5,0,none,8/8/2022 22:47,8/17/2022 4:48,1192.99,363.03,0,0,0,0
,4,340,176,1,0,Pellentesque viverra pede ac diam. Cras pellentesque volutpat dui.,8/9/2022 0:58,8/12/2022 5:25,662.98,268.21,643.45,0,0,0
,1,170,183,7,0,none,8/9/2022 3:18,8/15/2022 8:24,1109.3,269.03,0,0,0,0
,6,173,18,1,0,none,8/9/2022 4:45,8/9/2022 17:16,1542.27,404.21,0,0,0,0
,7,575,131,4,0,none,8/9/2022 6:13,8/20/2022 9:04,637.62,231.82,0,0,0,0
,3,482,98,2,0,Etiam pretium iaculis justo. In hac habitasse platea dictumst. Etiam faucibus cursus urna.,8/9/2022 6:17,8/21/2022 17:02,249.83,369.01,0,0,0,0
,3,581,118,1,0,Vivamus tortor. Duis mattis egestas metus.,8/9/2022 6:42,8/13/2022 5:25,580.25,327.95,0,0,136.13,0
,8,5,74,1,1,Aenean sit amet justo. Morbi ut odio.,8/9/2022 6:45,8/20/2022 13:43,356.21,327.49,279.64,215.58,0,0
,3,77,125,1,4,Curabitur in libero ut massa volutpat convallis. Morbi odio odio elementum eu interdum eu tincidunt in leo. Maecenas pulvinar lobortis est.,8/9/2022 8:20,8/19/2022 16:30,238.11,359.44,0,0,0,0
,5,99,79,7,0,none,8/9/2022 8:22,8/21/2022 0:19,1230.82,353.1,0,487.43,0,0
,6,45,42,1,0,none,8/9/2022 8:34,8/16/2022 10:59,718.15,417.62,0,0,0,0
,2,580,43,5,0,none,8/9/2022 8:42,8/19/2022 15:44,861.45,299.84,0,0,0,0
,1,144,104,6,0,none,8/9/2022 9:34,8/11/2022 12:12,860.47,414.51,0,0,81.32,0
,3,571,95,2,0,Integer aliquet massa id lobortis convallis tortor risus dapibus augue vel accumsan tellus nisi eu orci. Mauris lacinia sapien quis libero.,8/9/2022 12:56,8/15/2022 5:59,344.22,435.16,0,0,0,0
,8,491,156,3,0,Vivamus metus arcu adipiscing molestie hendrerit at vulputate vitae nisl.,8/9/2022 13:34,8/12/2022 2:05,395.42,205.53,661.4,0,0,0
,1,514,62,2,0,none,8/9/2022 14:27,8/9/2022 14:32,600.84,438.15,688.28,0,0,0
,6,632,10,5,0,Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Donec pharetra magna vestibulum aliquet ultrices erat tortor sollicitudin mi sit amet lobortis sapien sapien non mi. Integer ac neque.,8/9/2022 14:56,8/13/2022 7:49,311.02,236.39,0,0,129.05,0
,3,657,138,2,0,none,8/9/2022 15:09,8/13/2022 23:42,1310.67,375.97,0,0,0,0
,2,317,67,5,0,Mauris lacinia sapien quis libero.,8/9/2022 15:25,8/21/2022 23:37,1138.36,393.05,0,353.68,0,0
,5,45,44,7,0,Praesent id massa id nisl venenatis lacinia. Aenean sit amet justo.,8/9/2022 17:13,8/11/2022 4:34,705.18,447.98,16.9,470.89,0,0
,6,20,36,6,4,none,8/9/2022 17:55,8/15/2022 14:44,1184.24,403.41,24.8,0,118.16,0
,2,492,46,1,0,none,8/9/2022 18:33,8/21/2022 22:10,170.79,392.22,0,0,0,0
,3,28,3,2,2,none,8/9/2022 19:34,8/21/2022 12:56,1097.1,490.69,0,0,0,0
,1,451,80,3,0,Suspendisse ornare consequat lectus.,8/9/2022 20:13,8/21/2022 13:52,693.33,369.71,0,264.45,0,0
,8,46,176,4,0,none,8/9/2022 20:40,8/11/2022 18:12,1510.12,398.41,511.4,0,0,0
,4,600,105,7,0,Proin leo odio porttitor id consequat in consequat ut nulla. Sed accumsan felis.,8/9/2022 23:44,8/12/2022 13:14,1546.49,290.69,0,165.79,0,0
,1,434,27,7,0,none,8/9/2022 23:45,8/15/2022 9:07,580.8,208.32,653.85,0,0,0
,3,322,121,2,0,none,8/10/2022 1:04,8/16/2022 10:24,1548.33,211.83,0,0,108.48,0
,4,152,127,3,0,none,8/10/2022 1:05,8/10/2022 5:59,898.42,316.39,0,0,107.19,0
,8,592,221,6,0,none,8/10/2022 1:28,8/12/2022 4:01,238.17,338.3,0,0,135.44,0
,7,18,160,1,0,Nullam porttitor lacus at turpis. Donec posuere metus vitae ipsum.,8/10/2022 2:12,8/19/2022 18:11,1415.85,294.46,632.52,0,0,0
,4,350,15,7,0,Cras mi pede malesuada in imperdiet et commodo vulputate justo.,8/10/2022 2:27,8/22/2022 7:58,495,371.07,23.96,0,0,0
,8,223,163,3,0,none,8/10/2022 3:06,8/21/2022 4:34,921.62,351.96,225.12,0,99.95,0
,1,490,169,6,4,Maecenas ut massa quis augue luctus tincidunt. Nulla mollis molestie lorem.,8/10/2022 3:30,8/21/2022 9:48,1392.87,387.18,0,0,0,0
,1,612,61,5,0,none,8/10/2022 4:30,8/18/2022 20:55,1593.07,226.06,0,0,0,0
,2,461,126,2,0,none,8/10/2022 5:31,8/13/2022 17:08,1144.52,299.72,229.89,0,0,0
,5,106,29,6,0,none,8/10/2022 5:53,8/16/2022 8:18,894.23,415.83,0,0,0,0
,2,15,42,1,0,Nulla mollis molestie lorem.,8/10/2022 6:45,8/15/2022 1:13,156.24,215.89,0,491.99,0,0
,3,83,14,4,0,Morbi vestibulum velit id pretium iaculis diam erat fermentum justo nec condimentum neque sapien placerat ante. Nulla justo.,8/10/2022 7:37,8/19/2022 0:39,497.74,263.79,0,0,0,0
,3,270,74,4,0,Maecenas pulvinar lobortis est.,8/10/2022 7:42,8/18/2022 13:31,1343.14,232.56,0,0,0,0
,2,618,13,3,0,Cum sociis natoque penatibus et magnis dis parturient montes nascetur ridiculus mus. Vivamus vestibulum sagittis sapien.,8/10/2022 8:11,8/14/2022 0:21,689.68,356.02,0,0,0,0
,1,544,1,3,1,Morbi sem mauris laoreet ut rhoncus aliquet pulvinar sed nisl.,8/10/2022 12:18,8/21/2022 18:03,885.55,408.37,0,0,0,0
,2,177,6,6,3,none,8/10/2022 12:48,8/20/2022 10:27,952.21,325.62,0,0,0,0
,7,155,66,6,4,none,8/10/2022 13:53,8/13/2022 18:48,1587.51,359.93,212.14,0,0,0
